#,Customer Name,Branch,Zone,September,October,November
10477,,Dayniile,Raadeel,1,1,2
10499,,Dayniile,Raadeel,9,9,10
10518,,Dayniile,Raadeel,5,9,6
10519,,Dayniile,Raadeel,5,5,6
10544,,Dayniile,Raadeel,7,7,4
10558,,Dayniile,Raadeel,8,5,6
10582,,Dayniile,Raadeel,4,4,6
10639,,Dayniile,Raadeel,13,16,17
10743,,Dayniile,Raadeel,13,11,13
10775,,Dayniile,Raadeel,5,4,5
10827,,Dayniile,Raadeel,7,5,6
10828,,Dayniile,Raadeel,10,10,11
10856,,Dayniile,Raadeel,11,10,11
10879,,Dayniile,Raadeel,9,10,9
10897,,Dayniile,Raadeel,3,4,4
10957,,Dayniile,Raadeel,22,0,0
11008,,Dayniile,Raadeel,4,4,5
11009,,Dayniile,Raadeel,4,4,4
11057,,Dayniile,Raadeel,27,28,29
11094,,Dayniile,Raadeel,4,2,0
11124,,Dayniile,Raadeel,7,6,9
11145,,Dayniile,Raadeel,14,19,18
11222,,Dayniile,Raadeel,13,17,14
11388,,Dayniile,Raadeel,12,11,14
11413,,Dayniile,Raadeel,4,3,1
11508,,Dayniile,Raadeel,3,4,5
11537,,Dayniile,Raadeel,3,6,5
11538,,Dayniile,Raadeel,2,2,2
11591,,Dayniile,Raadeel,3,7,5
11592,,Dayniile,Raadeel,7,7,7
11593,,Dayniile,Raadeel,1,5,4
11594,,Dayniile,Raadeel,2,3,4
11610,,Dayniile,Raadeel,1,1,1
11611,,Dayniile,Raadeel,6,6,7
11612,,Dayniile,Raadeel,6,7,4
11616,,Dayniile,Raadeel,3,3,3
11617,,Dayniile,Raadeel,2,3,3
11638,,Dayniile,Raadeel,15,6,3
11644,,Dayniile,Raadeel,24,9,10
11645,,Dayniile,Raadeel,4,6,5
11646,,Dayniile,Raadeel,3,3,4
11651,,Dayniile,Raadeel,15,3,1
11652,,Dayniile,Raadeel,4,3,1
11653,,Dayniile,Raadeel,6,1,7
11654,,Dayniile,Raadeel,5,12,5
11655,,Dayniile,Raadeel,6,7,5
12505,,Dayniile,Raadeel,0,14,6
12524,,Dayniile,Raadeel,0,58,10
12950,,Dayniile,Raadeel,0,0,8
165,,Dayniile,Oodweyne,8,9,7
208,,Dayniile,Oodweyne,0,0,0.8125
258,,Dayniile,Oodweyne,5,7,5
290,,Dayniile,Oodweyne,3,4,3
291,,Dayniile,Oodweyne,4,5,4
330,,Dayniile,Oodweyne,13,16,15
467,,Dayniile,Oodweyne,3,3,3
468,,Dayniile,Oodweyne,9,40,17
469,,Dayniile,Oodweyne,5,6,6
470,,Dayniile,Oodweyne,9,11,11
471,,Dayniile,Oodweyne,6,5,6
472,,Dayniile,Oodweyne,4,5,4
473,,Dayniile,Oodweyne,3,4,3
474,,Dayniile,Oodweyne,9,10,6
475,,Dayniile,Oodweyne,6,6,6
476,,Dayniile,Oodweyne,11,10,12
477,,Dayniile,Oodweyne,7,8,10
478,,Dayniile,Oodweyne,6,13,10
479,,Dayniile,Oodweyne,2,4,3
480,,Dayniile,Oodweyne,5,5,4
481,,Dayniile,Oodweyne,3,2,3
704,,Dayniile,Oodweyne,14,18,16
708,,Dayniile,Oodweyne,9,5,9
1848,,Dayniile,Oodweyne,13,11,12
1849,,Dayniile,Oodweyne,5,4,3
1850,,Dayniile,Oodweyne,10,12,11
1851,,Dayniile,Oodweyne,11,12,14
1852,,Dayniile,Oodweyne,7,9,7
1853,,Dayniile,Oodweyne,4,4,3
1854,,Dayniile,Oodweyne,3,7,4
1855,,Dayniile,Oodweyne,3,1,4
1856,,Dayniile,Oodweyne,18,26,18
1857,,Dayniile,Oodweyne,15,10,8
1858,,Dayniile,Oodweyne,4,6,5
1859,,Dayniile,Oodweyne,5,6,5
1860,,Dayniile,Oodweyne,10,9,9
1861,,Dayniile,Oodweyne,6,5,6
1862,,Dayniile,Oodweyne,6,4,4
1863,,Dayniile,Oodweyne,7,8,5
1864,,Dayniile,Oodweyne,2,3,3
1865,,Dayniile,Oodweyne,4,7,4
1866,,Dayniile,Oodweyne,6,7,6
1867,,Dayniile,Oodweyne,6,5,7
1868,,Dayniile,Oodweyne,5,6,4
1869,,Dayniile,Oodweyne,11,11,9
1870,,Dayniile,Oodweyne,18,16,16
1871,,Dayniile,Oodweyne,4,3,2
1872,,Dayniile,Oodweyne,2,2,4
1873,,Dayniile,Oodweyne,3,4,6
1874,,Dayniile,Oodweyne,3,4,3
1875,,Dayniile,Oodweyne,4,6,5
1876,,Dayniile,Oodweyne,3,3,4
1877,,Dayniile,Oodweyne,14,12,13
1878,,Dayniile,Oodweyne,1,1,6
1879,,Dayniile,Oodweyne,6,5,7
1880,,Dayniile,Oodweyne,1,6,2
1881,,Dayniile,Oodweyne,12,8,6
1882,,Dayniile,Oodweyne,3,3,2
1883,,Dayniile,Oodweyne,4,2,3
1884,,Dayniile,Oodweyne,13,13,13
1885,,Dayniile,Oodweyne,8,7,6
1886,,Dayniile,Oodweyne,3,6,4
1887,,Dayniile,Oodweyne,7,6,7
1888,,Dayniile,Oodweyne,7,8,7
1889,,Dayniile,Oodweyne,5,5,3
1890,,Dayniile,Oodweyne,5,8,6
1891,,Dayniile,Oodweyne,7,6,4
1892,,Dayniile,Oodweyne,11,11,13
1893,,Dayniile,Oodweyne,4,3,4
1894,,Dayniile,Oodweyne,2,4,4
1895,,Dayniile,Oodweyne,8,8,6
1896,,Dayniile,Oodweyne,5,6,8
1897,,Dayniile,Oodweyne,5,3,5
1898,,Dayniile,Oodweyne,10,10,7
1899,,Dayniile,Oodweyne,6,6,8
1900,,Dayniile,Oodweyne,11,10,9
1901,,Dayniile,Oodweyne,8,8,7
1902,,Dayniile,Oodweyne,5,5,4
1903,,Dayniile,Oodweyne,3,4,5
1904,,Dayniile,Oodweyne,3,1,2
1905,,Dayniile,Oodweyne,8,8,9
1906,,Dayniile,Oodweyne,4,3,1
1907,,Dayniile,Oodweyne,4,6,9
1908,,Dayniile,Oodweyne,11,13,11
1909,,Dayniile,Oodweyne,4,6,5
1910,,Dayniile,Oodweyne,0,19,7
1911,,Dayniile,Oodweyne,2,1,0
1912,,Dayniile,Oodweyne,2,4,4
1913,,Dayniile,Oodweyne,8,4,4
1914,,Dayniile,Oodweyne,1,1,1
1915,,Dayniile,Oodweyne,16,18,17
1916,,Dayniile,Oodweyne,10,10,11
1917,,Dayniile,Oodweyne,1,3,2
1918,,Dayniile,Oodweyne,12,10,10
1919,,Dayniile,Oodweyne,4,2,3
1920,,Dayniile,Oodweyne,8,8,7
1921,,Dayniile,Oodweyne,5,6,6
1922,,Dayniile,Oodweyne,7,8,9
1923,,Dayniile,Oodweyne,10,11,8
1924,,Dayniile,Oodweyne,3,3,4
1925,,Dayniile,Oodweyne,3,4,4
1926,,Dayniile,Oodweyne,9,9,8
1927,,Dayniile,Oodweyne,3,2,3
1928,,Dayniile,Oodweyne,4,6,3
1929,,Dayniile,Oodweyne,1,5,5
1930,,Dayniile,Oodweyne,7,5,6
1931,,Dayniile,Oodweyne,3,4,2
1932,,Dayniile,Oodweyne,5,6,6
1933,,Dayniile,Oodweyne,14,12,14
1934,,Dayniile,Oodweyne,3,3,3
1935,,Dayniile,Oodweyne,8,7,7
1936,,Dayniile,Oodweyne,5,6,5
1937,,Dayniile,Oodweyne,3,6,4
1938,,Dayniile,Oodweyne,6,2,7
1939,,Dayniile,Oodweyne,5,3,3
1940,,Dayniile,Oodweyne,4,4,3
1941,,Dayniile,Oodweyne,6,7,5
1942,,Dayniile,Oodweyne,1,2,3
1943,,Dayniile,Oodweyne,10,8,7
1944,,Dayniile,Oodweyne,12,13,15
1945,,Dayniile,Oodweyne,3,6,4
1946,,Dayniile,Oodweyne,0,0,0
1947,,Dayniile,Oodweyne,7,9,9
1948,,Dayniile,Oodweyne,8,7,8
1949,,Dayniile,Oodweyne,7,6,6
1950,,Dayniile,Oodweyne,6,4,2
1951,,Dayniile,Oodweyne,4,5,4
1952,,Dayniile,Oodweyne,25,18,17
1953,,Dayniile,Oodweyne,6,6,5
1954,,Dayniile,Oodweyne,6,4,4
1955,,Dayniile,Oodweyne,26,17,9
1956,,Dayniile,Oodweyne,4,5,3
1957,,Dayniile,Oodweyne,4,4,5
1958,,Dayniile,Oodweyne,16,1,1
1959,,Dayniile,Oodweyne,0,0,0
1960,,Dayniile,Oodweyne,7,6,5
1961,,Dayniile,Oodweyne,11,9,13
1962,,Dayniile,Oodweyne,4,5,5
1963,,Dayniile,Oodweyne,1,1,1
1964,,Dayniile,Oodweyne,9,8,12
1965,,Dayniile,Oodweyne,2,4,5
1966,,Dayniile,Oodweyne,6,6,7
1967,,Dayniile,Oodweyne,1,1,1
1968,,Dayniile,Oodweyne,6,4,5
1969,,Dayniile,Oodweyne,21,24,22
1970,,Dayniile,Oodweyne,14,14,14
1971,,Dayniile,Oodweyne,8,9,9
1972,,Dayniile,Oodweyne,4,3,4
1973,,Dayniile,Oodweyne,16,17,16
1974,,Dayniile,Oodweyne,12,7,7
1975,,Dayniile,Oodweyne,7,8,9
1976,,Dayniile,Oodweyne,3,4,5
1977,,Dayniile,Oodweyne,7,6,4
1978,,Dayniile,Oodweyne,9,14,11
1979,,Dayniile,Oodweyne,4,5,5
1980,,Dayniile,Oodweyne,6,7,6
1981,,Dayniile,Oodweyne,1,1,1
1982,,Dayniile,Oodweyne,11,10,11
1983,,Dayniile,Oodweyne,4,4,1
1984,,Dayniile,Oodweyne,4,4,4
1985,,Dayniile,Oodweyne,6,7,5
1986,,Dayniile,Oodweyne,8,7,7
1987,,Dayniile,Oodweyne,12,13,13
1988,,Dayniile,Oodweyne,1,1,2
1989,,Dayniile,Oodweyne,13,27,19
1990,,Dayniile,Oodweyne,3,2,3
1991,,Dayniile,Oodweyne,3,4,3
1992,,Dayniile,Oodweyne,12,13,12
1993,,Dayniile,Oodweyne,6,9,10
1994,,Dayniile,Oodweyne,3,3,2
1995,,Dayniile,Oodweyne,3,3,3
1996,,Dayniile,Oodweyne,46,21,45
1997,,Dayniile,Oodweyne,2,3,8
1998,,Dayniile,Oodweyne,9,14,2
1999,,Dayniile,Oodweyne,4,2,8
2000,,Dayniile,Oodweyne,9,7,8
2001,,Dayniile,Oodweyne,6,8,5
2002,,Dayniile,Oodweyne,4,6,10
2003,,Dayniile,Oodweyne,5,2,1
2004,,Dayniile,Oodweyne,2,1,2
2005,,Dayniile,Oodweyne,7,4,2
2006,,Dayniile,Oodweyne,7,7,8
2007,,Dayniile,Oodweyne,6,5,5
2008,,Dayniile,Oodweyne,8,7,11
2009,,Dayniile,Oodweyne,2,3,2
2010,,Dayniile,Oodweyne,2,1,1
2011,,Dayniile,Oodweyne,1,1,1
2012,,Dayniile,Oodweyne,32,21,27
2013,,Dayniile,Oodweyne,6,4,3
2014,,Dayniile,Oodweyne,8,3,2
2015,,Dayniile,Oodweyne,32,18,28
2016,,Dayniile,Oodweyne,9,8,10
2017,,Dayniile,Oodweyne,6,5,6
2018,,Dayniile,Oodweyne,0,4,3
2019,,Dayniile,Oodweyne,3,5,4
2020,,Dayniile,Oodweyne,0,0,1
2021,,Dayniile,Oodweyne,2,2,3
2022,,Dayniile,Oodweyne,6,5,5
2023,,Dayniile,Oodweyne,28,28,20
2024,,Dayniile,Oodweyne,1,1,1
2025,,Dayniile,Oodweyne,7,6,6
2026,,Dayniile,Oodweyne,1,3,1
2027,,Dayniile,Oodweyne,10,12,2
2028,,Dayniile,Oodweyne,5,4,5
2029,,Dayniile,Oodweyne,2,1,1
2030,,Dayniile,Oodweyne,5,7,3
2031,,Dayniile,Oodweyne,5,5,5
2032,,Dayniile,Oodweyne,3,3,3
2033,,Dayniile,Oodweyne,3,5,3
2034,,Dayniile,Oodweyne,1,0,0
2035,,Dayniile,Oodweyne,2,2,2
2036,,Dayniile,Oodweyne,3,4,4
2037,,Dayniile,Oodweyne,1,5,6
6328,,Dayniile,Oodweyne,2,3,4
6329,,Dayniile,Oodweyne,3,2,8
6510,,Dayniile,Oodweyne,5,5,6
6511,,Dayniile,Oodweyne,8,7,8
6512,,Dayniile,Oodweyne,8,11,7
6513,,Dayniile,Oodweyne,3,3,4
6514,,Dayniile,Oodweyne,11,13,13
6515,,Dayniile,Oodweyne,1,5,5
6516,,Dayniile,Oodweyne,2,2,1
6517,,Dayniile,Oodweyne,7,5,8
6518,,Dayniile,Oodweyne,15,7,13
6519,,Dayniile,Oodweyne,3,4,4
6520,,Dayniile,Oodweyne,5,6,3
6521,,Dayniile,Oodweyne,6,6,6
6522,,Dayniile,Oodweyne,8,3,5
6523,,Dayniile,Oodweyne,7,5,5
6524,,Dayniile,Oodweyne,8,7,6
6525,,Dayniile,Oodweyne,8,8,8
6526,,Dayniile,Oodweyne,12,13,18
6527,,Dayniile,Oodweyne,8,11,9
6528,,Dayniile,Oodweyne,5,4,4
6529,,Dayniile,Oodweyne,6,8,7
6530,,Dayniile,Oodweyne,1,1,1
6531,,Dayniile,Oodweyne,13,15,15
6532,,Dayniile,Oodweyne,10,9,11
6533,,Dayniile,Oodweyne,13,13,12
6534,,Dayniile,Oodweyne,6,2,1
6535,,Dayniile,Oodweyne,5,4,3
6536,,Dayniile,Oodweyne,2,2,2
6926,,Dayniile,Oodweyne,4,4,4
6930,,Dayniile,Oodweyne,3,5,4
7141,,Dayniile,Oodweyne,8,9,8
7142,,Dayniile,Oodweyne,7,8,7
7143,,Dayniile,Oodweyne,6,12,11
7144,,Dayniile,Oodweyne,4,3,4
7145,,Dayniile,Oodweyne,12,13,11
7146,,Dayniile,Oodweyne,5,5,4
7147,,Dayniile,Oodweyne,3,2,2
7148,,Dayniile,Oodweyne,0,1,1
7149,,Dayniile,Oodweyne,4,1,2
7150,,Dayniile,Oodweyne,2,1,1
7151,,Dayniile,Oodweyne,8,13,9
7152,,Dayniile,Oodweyne,7,10,6
7153,,Dayniile,Oodweyne,2,1,5
7154,,Dayniile,Oodweyne,2,3,4
7155,,Dayniile,Oodweyne,7,7,5
7156,,Dayniile,Oodweyne,2,1,4
7157,,Dayniile,Oodweyne,6,8,8
7158,,Dayniile,Oodweyne,0,1,2
7159,,Dayniile,Oodweyne,27,15,15
7160,,Dayniile,Oodweyne,3,3,2
7161,,Dayniile,Oodweyne,4,6,7
7162,,Dayniile,Oodweyne,6,5,6
7163,,Dayniile,Oodweyne,2,1,1
7164,,Dayniile,Oodweyne,7,8,6
7165,,Dayniile,Oodweyne,5,4,5
7166,,Dayniile,Oodweyne,23,13,16
7167,,Dayniile,Oodweyne,12,11,13
7168,,Dayniile,Oodweyne,4,3,2
7169,,Dayniile,Oodweyne,3,3,3
7170,,Dayniile,Oodweyne,9,10,8
7171,,Dayniile,Oodweyne,2,2,2
7172,,Dayniile,Oodweyne,6,6,8
7173,,Dayniile,Oodweyne,6,4,6
7174,,Dayniile,Oodweyne,3,3,1
7176,,Dayniile,Oodweyne,1,0,0
7177,,Dayniile,Oodweyne,0,0,0
7697,,Dayniile,Oodweyne,1,3,8
7794,,Dayniile,Oodweyne,3,12,6
7795,,Dayniile,Oodweyne,4,3,3
7796,,Dayniile,Oodweyne,4,4,6
7797,,Dayniile,Oodweyne,9,9,10
7798,,Dayniile,Oodweyne,6,7,4
7799,,Dayniile,Oodweyne,3,8,5
7800,,Dayniile,Oodweyne,2,4,3
7801,,Dayniile,Oodweyne,0,0,17
7802,,Dayniile,Oodweyne,2,2,3
7803,,Dayniile,Oodweyne,5,6,7
7804,,Dayniile,Oodweyne,4,5,5
7805,,Dayniile,Oodweyne,3,4,4
7806,,Dayniile,Oodweyne,1,1,1
7807,,Dayniile,Oodweyne,14,10,11
7808,,Dayniile,Oodweyne,13,13,15
7809,,Dayniile,Oodweyne,7,7,7
7810,,Dayniile,Oodweyne,11,13,13
7811,,Dayniile,Oodweyne,6,6,5
7812,,Dayniile,Oodweyne,9,11,12
8180,,Dayniile,Oodweyne,21,17,18
8181,,Dayniile,Oodweyne,12,14,14
8182,,Dayniile,Oodweyne,3,5,5
8183,,Dayniile,Oodweyne,7,3,5
8184,,Dayniile,Oodweyne,6,4,4
8185,,Dayniile,Oodweyne,4,4,5
8186,,Dayniile,Oodweyne,2,1,2
8187,,Dayniile,Oodweyne,7,7,7
8188,,Dayniile,Oodweyne,5,5,5
8189,,Dayniile,Oodweyne,4,6,5
8190,,Dayniile,Oodweyne,4,3,11
8191,,Dayniile,Oodweyne,3,5,1
8192,,Dayniile,Oodweyne,1,4,1
8193,,Dayniile,Oodweyne,9,13,8
8194,,Dayniile,Oodweyne,5,4,3
8195,,Dayniile,Oodweyne,0,0,0
8196,,Dayniile,Oodweyne,4,3,4
8197,,Dayniile,Oodweyne,5,5,4
8198,,Dayniile,Oodweyne,1,2,2
8199,,Dayniile,Oodweyne,21,23,19
8200,,Dayniile,Oodweyne,10,10,9
8201,,Dayniile,Oodweyne,7,5,6
8202,,Dayniile,Oodweyne,8,5,6
8203,,Dayniile,Oodweyne,6,4,4
8204,,Dayniile,Oodweyne,6,4,4
8600,,Dayniile,Oodweyne,3,4,4
8601,,Dayniile,Oodweyne,3,3,5
8602,,Dayniile,Oodweyne,3,4,3
8603,,Dayniile,Oodweyne,20,25,13
8604,,Dayniile,Oodweyne,1,2,2
8605,,Dayniile,Oodweyne,7,6,7
8606,,Dayniile,Oodweyne,7,6,5
8607,,Dayniile,Oodweyne,6,10,6
8705,,Dayniile,Oodweyne,2,6,6
8787,,Dayniile,Oodweyne,13,13,9
8788,,Dayniile,Oodweyne,9,13,11
8789,,Dayniile,Oodweyne,11,13,12
8790,,Dayniile,Oodweyne,6,5,6
8791,,Dayniile,Oodweyne,6,5,6
8792,,Dayniile,Oodweyne,9,5,6
8793,,Dayniile,Oodweyne,15,15,16
8794,,Dayniile,Oodweyne,15,16,12
8795,,Dayniile,Oodweyne,4,2,3
8796,,Dayniile,Oodweyne,7,7,7
8797,,Dayniile,Oodweyne,2,4,4
8798,,Dayniile,Oodweyne,6,7,7
8799,,Dayniile,Oodweyne,7,7,6
8800,,Dayniile,Oodweyne,6,10,10
8801,,Dayniile,Oodweyne,17,15,14
8802,,Dayniile,Oodweyne,3,5,6
8803,,Dayniile,Oodweyne,2,5,4
8804,,Dayniile,Oodweyne,14,13,10
8805,,Dayniile,Oodweyne,9,7,2
9067,,Dayniile,Oodweyne,6,4,7
9068,,Dayniile,Oodweyne,8,9,7
9069,,Dayniile,Oodweyne,15,16,14
9070,,Dayniile,Oodweyne,6,10,10
9071,,Dayniile,Oodweyne,19,16,16
9072,,Dayniile,Oodweyne,6,4,5
9073,,Dayniile,Oodweyne,3,11,15
9074,,Dayniile,Oodweyne,2,2,2
9075,,Dayniile,Oodweyne,5,6,6
9076,,Dayniile,Oodweyne,16,19,17
9077,,Dayniile,Oodweyne,8,7,10
9273,,Dayniile,Oodweyne,8,10,14
9274,,Dayniile,Oodweyne,17,20,14
9275,,Dayniile,Oodweyne,4,4,4
9276,,Dayniile,Oodweyne,4,3,4
9277,,Dayniile,Oodweyne,6,5,6
9278,,Dayniile,Oodweyne,0,1,2
9279,,Dayniile,Oodweyne,2,4,2
9280,,Dayniile,Oodweyne,7,6,6
9281,,Dayniile,Oodweyne,6,7,5
9282,,Dayniile,Oodweyne,3,3,4
9283,,Dayniile,Oodweyne,7,8,7
9284,,Dayniile,Oodweyne,4,4,5
9285,,Dayniile,Oodweyne,10,11,11
9286,,Dayniile,Oodweyne,13,13,14
9287,,Dayniile,Oodweyne,12,12,13
9288,,Dayniile,Oodweyne,4,5,5
9289,,Dayniile,Oodweyne,22,23,27
9290,,Dayniile,Oodweyne,15,14,18
9291,,Dayniile,Oodweyne,9,3,2
9292,,Dayniile,Oodweyne,7,10,7
9522,,Dayniile,Oodweyne,11,11,11
9523,,Dayniile,Oodweyne,1,1,1
9524,,Dayniile,Oodweyne,3,6,0
9525,,Dayniile,Oodweyne,8,6,7
9526,,Dayniile,Oodweyne,5,7,6
9527,,Dayniile,Oodweyne,14,14,20
9528,,Dayniile,Oodweyne,4,5,5
9596,,Dayniile,Oodweyne,11,8,8
9597,,Dayniile,Oodweyne,8,8,9
9716,,Dayniile,Oodweyne,16,20,12
9717,,Dayniile,Oodweyne,2,3,2
9718,,Dayniile,Oodweyne,7,7,7
9719,,Dayniile,Oodweyne,13,14,13
9720,,Dayniile,Oodweyne,7,8,7
9721,,Dayniile,Oodweyne,4,5,5
9762,,Dayniile,Oodweyne,4,4,4
9763,,Dayniile,Oodweyne,6,9,9
9764,,Dayniile,Oodweyne,5,5,5
9765,,Dayniile,Oodweyne,7,8,8
9766,,Dayniile,Oodweyne,6,6,5
9767,,Dayniile,Oodweyne,14,12,11
9768,,Dayniile,Oodweyne,1,2,1
9807,,Dayniile,Oodweyne,7,7,9
9808,,Dayniile,Oodweyne,13,14,10
9809,,Dayniile,Oodweyne,4,6,4
9894,,Dayniile,Oodweyne,23,25,8
9895,,Dayniile,Oodweyne,6,4,4
9896,,Dayniile,Oodweyne,4,4,4
9897,,Dayniile,Oodweyne,0,1,2
9984,,Dayniile,Oodweyne,1,1,1
9985,,Dayniile,Oodweyne,2,5,4
9986,,Dayniile,Oodweyne,1,1,1
10002,,Dayniile,Oodweyne,11,12,16
10019,,Dayniile,Oodweyne,11,8,15
10020,,Dayniile,Oodweyne,6,7,6
10021,,Dayniile,Oodweyne,1,2,1
10022,,Dayniile,Oodweyne,3,3,15
10056,,Dayniile,Oodweyne,6,6,6
10080,,Dayniile,Oodweyne,1,1,1
10108,,Dayniile,Oodweyne,5,8,7
10131,,Dayniile,Oodweyne,6,12,7
10156,,Dayniile,Oodweyne,8,7,6
10157,,Dayniile,Oodweyne,3,4,4
10175,,Dayniile,Oodweyne,8,8,6
10176,,Dayniile,Oodweyne,7,3,3
10207,,Dayniile,Oodweyne,14,13,17
10208,,Dayniile,Oodweyne,7,3,5
10227,,Dayniile,Oodweyne,5,4,4
10228,,Dayniile,Oodweyne,6,6,6
10239,,Dayniile,Oodweyne,3,4,15
10240,,Dayniile,Oodweyne,26,27,25
10278,,Dayniile,Oodweyne,5,5,10
10303,,Dayniile,Oodweyne,10,9,7
10322,,Dayniile,Oodweyne,6,9,5
10323,,Dayniile,Oodweyne,5,7,5
10324,,Dayniile,Oodweyne,1,1,1
10325,,Dayniile,Oodweyne,1,8,5
10326,,Dayniile,Oodweyne,3,5,11
10327,,Dayniile,Oodweyne,5,5,6
10328,,Dayniile,Oodweyne,3,6,9
10384,,Dayniile,Oodweyne,7,7,9
10385,,Dayniile,Oodweyne,12,8,5
10386,,Dayniile,Oodweyne,1,1,2
10396,,Dayniile,Oodweyne,4,3,4
10422,,Dayniile,Oodweyne,11,10,10
10428,,Dayniile,Oodweyne,6,3,4
10478,,Dayniile,Oodweyne,20,36,24
10512,,Dayniile,Oodweyne,10,9,11
10520,,Dayniile,Oodweyne,3,2,2
10545,,Dayniile,Oodweyne,9,10,8
10559,,Dayniile,Oodweyne,5,8,4
10583,,Dayniile,Oodweyne,8,10,14
10584,,Dayniile,Oodweyne,1,4,4
10585,,Dayniile,Oodweyne,3,4,5
10586,,Dayniile,Oodweyne,3,4,11
10587,,Dayniile,Oodweyne,1,1,1
10588,,Dayniile,Oodweyne,4,3,4
10589,,Dayniile,Oodweyne,1,2,2
10669,,Dayniile,Oodweyne,2,1,3
10670,,Dayniile,Oodweyne,2,4,2
10688,,Dayniile,Oodweyne,16,15,13
10702,,Dayniile,Oodweyne,2,2,1
10719,,Dayniile,Oodweyne,2,2,3
10720,,Dayniile,Oodweyne,12,11,9
10737,,Dayniile,Oodweyne,6,6,5
10738,,Dayniile,Oodweyne,10,11,14
10744,,Dayniile,Oodweyne,3,3,4
10765,,Dayniile,Oodweyne,4,4,4
10776,,Dayniile,Oodweyne,5,5,6
10777,,Dayniile,Oodweyne,5,3,3
10815,,Dayniile,Oodweyne,6,9,7
10829,,Dayniile,Oodweyne,4,4,5
10851,,Dayniile,Oodweyne,13,15,12
10852,,Dayniile,Oodweyne,17,13,17
10857,,Dayniile,Oodweyne,26,24,16
10858,,Dayniile,Oodweyne,9,6,8
10859,,Dayniile,Oodweyne,6,5,3
10868,,Dayniile,Oodweyne,5,5,6
10871,,Dayniile,Oodweyne,34,35,29
10898,,Dayniile,Oodweyne,3,4,2
10905,,Dayniile,Oodweyne,8,7,6
10906,,Dayniile,Oodweyne,3,3,7
10907,,Dayniile,Oodweyne,4,4,6
10945,,Dayniile,Oodweyne,21,3,4
10964,,Dayniile,Oodweyne,0,0,0
10969,,Dayniile,Oodweyne,10,5,3
10984,,Dayniile,Oodweyne,3,4,5
10986,,Dayniile,Oodweyne,5,6,5
10995,,Dayniile,Oodweyne,3,3,3
10999,,Dayniile,Oodweyne,15,16,13
11010,,Dayniile,Oodweyne,11,15,6
11011,,Dayniile,Oodweyne,4,3,3
11012,,Dayniile,Oodweyne,5,5,5
11013,,Dayniile,Oodweyne,7,6,6
11014,,Dayniile,Oodweyne,4,5,5
11058,,Dayniile,Oodweyne,3,4,5
11068,,Dayniile,Oodweyne,5,2,3
11095,,Dayniile,Oodweyne,8,7,7
11127,,Dayniile,Oodweyne,6,5,4
11133,,Dayniile,Oodweyne,11,13,8
11137,,Dayniile,Oodweyne,6,4,3
11138,,Dayniile,Oodweyne,2,2,3
11170,,Dayniile,Oodweyne,14,9,9
11184,,Dayniile,Oodweyne,8,4,4
11193,,Dayniile,Oodweyne,7,8,6
11203,,Dayniile,Oodweyne,11,9,10
11204,,Dayniile,Oodweyne,9,10,8
11242,,Dayniile,Oodweyne,1,0,25
11245,,Dayniile,Oodweyne,6,6,5
11262,,Dayniile,Oodweyne,28,3,6
11275,,Dayniile,Oodweyne,10,9,9
11286,,Dayniile,Oodweyne,5,6,6
11289,,Dayniile,Oodweyne,29,17,24
11304,,Dayniile,Oodweyne,12,8,11
11312,,Dayniile,Oodweyne,13,13,14
11336,,Dayniile,Oodweyne,14,8,10
11337,,Dayniile,Oodweyne,6,6,5
11372,,Dayniile,Oodweyne,12,14,11
11399,,Dayniile,Oodweyne,8,10,11
11415,,Dayniile,Oodweyne,6,5,2
11443,,Dayniile,Oodweyne,4,11,9
11463,,Dayniile,Oodweyne,13,15,19
11506,,Dayniile,Oodweyne,1,1,1
11584,,Dayniile,Oodweyne,5,4,4
12473,,Dayniile,Oodweyne,0,7,6
12474,,Dayniile,Oodweyne,0,6,5
12475,,Dayniile,Oodweyne,0,6,5
12491,,Dayniile,Oodweyne,0,7,6
12521,,Dayniile,Oodweyne,0,15,3
12536,,Dayniile,Oodweyne,0,64,43
12538,,Dayniile,Oodweyne,0,4,3
12978,,Dayniile,Oodweyne,0,0,2
,,,,,,
52,,Garasbaaleey,Galmudug,6,5,7
123,,Garasbaaleey,Galmudug,0,0,3
265,,Garasbaaleey,Galmudug,3,2,2
355,,Garasbaaleey,Galmudug,3,3,11
530,,Garasbaaleey,Galmudug,3,2,0
903,,Garasbaaleey,Galmudug,3,5,4
904,,Garasbaaleey,Galmudug,10,11,8
905,,Garasbaaleey,Galmudug,5,4,4
906,,Garasbaaleey,Galmudug,14,11,9
907,,Garasbaaleey,Galmudug,4,4,8
908,,Garasbaaleey,Galmudug,6,6,7
909,,Garasbaaleey,Galmudug,5,4,5
910,,Garasbaaleey,Galmudug,3,5,3
911,,Garasbaaleey,Galmudug,13,13,11
912,,Garasbaaleey,Galmudug,6,3,8
913,,Garasbaaleey,Galmudug,13,13,14
914,,Garasbaaleey,Galmudug,7,6,6
915,,Garasbaaleey,Galmudug,6,6,7
916,,Garasbaaleey,Galmudug,10,11,7
917,,Garasbaaleey,Galmudug,10,14,14
918,,Garasbaaleey,Galmudug,16,6,10
919,,Garasbaaleey,Galmudug,5,1,7
920,,Garasbaaleey,Galmudug,10,8,10
921,,Garasbaaleey,Galmudug,3,3,2
